date,stars,text
"Apr 06, 2021",4,"Here we go, I'll be one of the few to applaud The Phantom Menace. Being one of the hardcore Star Wars fans that loved the film, it shouldn't take long on my review. In 1999 I would say the first step to accepting Episode I is completely throwing out everything you knew and loved about the original 3 films. The prequel trilogy is a different tone. We waited for this film for 16 years, and I personally sat in line for 18 hours for it. What George Lucas did with the prequels, the major expansion of the Star Wars universe, in film, is finally being recognized and appreciated. In my opinion The Phantom Menace is the strongest and most confident of the 3 prequels. George Lucas DID NOT play it safe with Episode I, he attacked it, Lucas was extremely bold with this film, exactly like he was with the original film. It has the same tone, feel and emotional responses as the original. Like the original film, this is just an extremely fun escape for a few hours. Yes, the acting is a bit.......spotty.....but that is due to the fact that basically none of the actors involved with the film had NEVER done green screen, or automatic dialogue replacement........Jake Lloyd's poor performance is due to ADR.....ask a 9 year old to get in a sound booth with a microphone and vocally act out his emotions. The Phantom Menace gets a bad rap, always......and it doesn't deserve it. The expectations surrounding this film up to its release were impossible to live up to. The bad acting, dodgy writing......these were things present in even the original film, even though many fans won't admit to it. The Phantom Menace is a malor technological achievement and I'll be bold and say it's easily the best film of the prequel trilogy. Liam's Neeson just owns the movie. And for the major haters of the film.......it doesn't seem so bad now, after the Disney sequels does it?"
"Apr 03, 2021",4,This movie gets a lot of hate but I enjoyed the duel of fates scene.
"Apr 01, 2021",1.5,"Nothing makes sense, and I really mean NOTHING. But it also has Liam Neeson and Darth Maul. Extra points for that."
"Apr 01, 2021",5,"The Prequals get a lot of hate, and I don't understand why. Qui Gon? Iconic. Obi Wan? Fantastic. Darth Maul? Probably my favorite sith lord. The fight scene is just sooooo cool. He def got more development in the Clone Wars TV show, but his introduction is still great. I know people say that this movie is cheesy, but I just think its endearing."
"Mar 24, 2021",3.5,"Darth Maul (imo) should have stayed alive after his battle against Obi-Wan, just because they're hatred on each other would've continued through the different movies, and as Obi-Wan would want revenge for the death of Qui-Gon."
"Mar 23, 2021",2.5,A very disappointing movie Jar Jar Binks is just awful and a completely useless character he basically makes the film bad and there is no reason for him to be there . It's sad because Liam Neeson puts his a game into his acting and the pod race scene why was that needed??. The only good thing and a incredibly enjoyable fight with Darth Maul and he should've been in the prequals way more!!!
"Mar 22, 2021",3,"It passed the time... however they treat Maul like an action figure, and almost no one has a personality. However, JAR JAR-"
"Mar 20, 2021",5,How you like me now that you’ve seen the last 3 episodes? In comparison this is so much better. 
"Mar 19, 2021",4,"Some boring sequences though in the grand scheme are very important, horribly written dialogue and a plot structure that needed to be patched quite a bit, doesn't stop you from having a dad gum good time. Many very well crafter action sequences and some revolutionary for the time practical and visual effects. This film has aged very well especially with the generation that the prequel Star Wars trilogy was theirs."
"Mar 19, 2021",4.5,"Despite a few flaws, The Phantom Menace impressed me on my recent rewatch with a well structured story and some awesome action sequences."
"Mar 19, 2021",5,A underrated brilliant way to Start the Star wars saga as we are introduced to many beloved characters combined with great music and lightsaber battles. This film also has many layers to it with the protagonist's and antagonists and sets up ideas in the next movies.  It also has great CGI for its age.
"Mar 19, 2021",4,Solid first entry for the PT
"Mar 15, 2021",4.5,"Una película muy buena, que no pasa a sus antecesoras, pero eso no significa que sea interesante e entretenida."
"Mar 15, 2021",3,13.03.2021 ---------
"Mar 14, 2021",3,"Such a boring Star Wars film, young Anakin &amp; Jar Jar are annoying.

The lightsaber fight between Darth Maul, Obi-Wan &amp; Qui-Gon is the best in the entire franchise."
"Mar 02, 2021",5,One of my favorite Star Wars movies. Literally only bad things are Jar Jar and young Anakin(who personally I had no problem with)
"Feb 26, 2021",3.5,I liked the story line of how Anakin and Obi Wan came to be but I didn't really like the film as a whole.
"Feb 25, 2021",3.5,Not as bad as people say it is. With the brilliant Liam Neeson who sadly was not in the other films redeeming it. A nice origin story for Anakin and a brilliant sound track. Jar Jar Binks is also not as bad or annoying as people think.
"Feb 25, 2021",2,Bad movie. Jar jar sucks. Young anakin sucks. Podrace is boring. Pointless war. You can remove this movie from the trilogy and literally not miss anything. Darth Maul and Quig-on are underused. Meesa think this movie-a bad. 
"Feb 22, 2021",3.5,"Its a good movie, i just rewatched it and espacially the ending and build up for the rest of the story is better than many might think. Qui-Gon Jinn and Darth Maul are also some of the best characters in Star Wars."
"Feb 21, 2021",4,"This is a great movie. Character development, good story, great action, and if you have young kids, a great start to the Star Wars universe. A couple plot holes and some weird moments but overall a great movie."
"Feb 20, 2021",4,"A pretty good start to the prequel trilogy. While it does have its flaws it has a lot of value and be thankful for from George Lucas. Here are my flaws, the midichlorians were something that didn't ruin the force it was something that is in al humans and is measured. jar jar is just run of the mill bad, I don't hate him like most people. My biggest flaw with the movie is that Anakin Skywalker is a Gary stew, he't too perfect, he can be a great podracer, build a droid and have a high midichlorian count. The actor who ptrays him, Jake lloyd does a bad job for what he has to do, but he's just a kid and for a child actor he does ok. the dialouge is really bad, but thats all. Now here are the pros of the movie. I think the best thing about this movie is the scenery and world building, by god it looks gorgeous, we went from these little sand planets in the originals to these gorgeous landscapes on tatooine. The actors who play the characters minus jake lloyd, do a great job with what there given. Liam neeson as qui gon jinn is one of the absoloute best performances in all of the franchise, He's subtle, stern and makes great for the character. Ewan mcgreogor as obi wan and natalie portman as padme, again do a really great job. The cgi looks pretty realistic, because it was 1999 and they were just introducing cgi which I do give george Lucas a lot of credit to. The fight at the end is splendid,with great cheoreography and showing these jedi's in there prime was great. The charatcers were great as well, Qui gon Jinn is such a great character and one of my favorites in the whole franchise along with darth maul. The score is great too and John williams best is here. while a very flawed movie, there is a lot that is overshadowed and doesn't get the credit that it deserves. A pretty good movie overall in my opionon. Phantom menace 80% B"
"Feb 20, 2021",4,"I really liked this movie. The main problem I have with the prequels is that the ending is predetermined, but seeing the journey that Anakin Skywalker and Obi-Wan Kenobi take with the beginnings of the of the Old Republic's transformation is still worth the watch."
"Feb 15, 2021",4,Definitely doesn't deserve all the hate it gets at least its original... Better than the new Sequel Trilogy for sure.
"Feb 14, 2021",5,the best family film must watch if you have family
"Feb 12, 2021",2,pretty bad and not watchable
"Feb 09, 2021",3.5,"It may have been garbage, but it was my childhood's garbage, and there are redeeming moments like the light saber battles and pod racing, so as much as people want to put this film full in the dumpster, I won't."
"Feb 07, 2021",5,This is my childhood! Why is this hated! It is so good. Oh my gosh!
"Feb 07, 2021",3,"Probably my least favorite of the series - and Jar Jar just kills it.  A kid friendly beginning to the story, but doesn't really live up to the Star Wars name."
"Feb 02, 2021",3,"A huge drop off the original trilogy. I still like it, mind.

I do have split feelings about 'Star Wars: Episode I – The Phantom Menace' though. One positive is the casting, which is well done.

Liam Neeson and Ewan McGregor are strong choices to enter the franchise, I enjoyed both of them. Jake Lloyd does a fine job in his role, while the likes of Terence Stamp, Samuel L. Jackson and Keira Knightley also feature. Natalie Portman appears too, but I honestly never really cared for her lot's side of the story. Ahmed Best, meanwhile, is very hit-and-miss as Jar Jar Binks.

Speaking of Binks, the CGI is rather iffy in this fourth installment of 'Star Wars'. Of course it did come out in 1999, but other films from that era and beyond have aged better in these terms. The score is, at least, more than up to scratch.

Overall, I'm OK with this but it most definitely should've been far greater. Some scenes do go on for too long, while I did find a lack of a serious threat for the first chunk of the film. Darth Maul looks the part, but ends up being rather forgettable.

I can see how diehard fans of the series could be disappointed by this."
"Jan 30, 2021",2,"Star Wars: Episode I - The Phantom Menace is easily the worst Star Wars movie ever made. I cannot sit through this movie, the politics could have been good if it was done right but it wasn't, the entire plot is so convoluted and the overall story is just so bad. The best parts of this movie are definitely Darth Maul, the score by John Williams and the final Lightsaber battle. Other than that, this movie has nothing to offer for me, the performances are stiff, stale and they're all the same and Jar Jar is Jar Jar. Nothing we can do about him."
"Jan 28, 2021",2,Widzę Jar Jar Binksa i humor popsuty
"Jan 27, 2021",1.5,I honestly believe Lucas made the prequels so bad as to destroy the original trilogy.He is clearly upset by the popularity of the original trilogy that his status as a 'renegade ' film maker was ruined.
"Jan 26, 2021",5,"Darth Maul and Obi Wan Kenobi propably the best things about the movie
It's not great but if you compare it to the sequels it's fantastic"
"Jan 23, 2021",3.5,"This movie isn't bad, but it isn't good- it's OK. Look, a huge criticism of the Star Wars prequels is the acting. Yeah, you'll get bad acting with bad writing. The effects are abysmal, especially in 2021, but to be fair, it was made in 1999. It's a bit boring, but at least it's not a carbon copy of the originals. The Phantom Menace has some glaring problems, but at least it's watchable."
"Jan 22, 2021",4,Has some great moments...and some not great moments. Jar jar binks makes me want to drink heavily.
"Jan 21, 2021",2.5,Still better than The Last Jedi!
"Jan 21, 2021",3,its an ok movie with some good but jar jar binks was awful in this film but it get a 6/10
"Jan 19, 2021",3,"Its ok, the acting isn't good and Jar Jar Binks is terrible, but the lightsaber battles were awesome."
"Jan 17, 2021",3.5,"It was quite enjoyable. I heard many bad opinions about it but in my opinion it was good. Not perfect not bat. Anyways I would recommend it.

B+"
"Jan 17, 2021",4.5,"So I had never seen the prequels because my whole life I've heard from the internet that they're bad movies and that Jar Jar Binks is the worst thing ever and all that. But I decided to watch them out of curiosity. I've watched Episode I and it turns out I like it! 

Everything that had to do with lightsaber duels was great. I loved seeing Darth Maul fight Obi Wan and Qui-Gon. The podracing scene was cool and intense. It has aged surprisingly well. Overall the animation is ok, but you can tell it's 20 years old. Also, I didn't find Jar Jar annoying at all. He was even funny at times.

The lesson I learned is that you shouldn't listen to the angry mob. You should give a movie a chance and watch it yourself. They're saying the same thing about the sequels. That they're bad. But I've seen them and I liked them a lot. So I get the feeling I will like Episodes II and III as well."
"Jan 13, 2021",4,Beautiful locations as you would expect from Star Wars.  Awesome light sabre duels and entertaining characters to assist the story.  Niche in the sense that it is telling a story whose audience interest rests on movies that came before.  It would be hard to balance this movie to appeal equally to old time fans and new audience members with no prior knowledge of lore.  Its biggest challenge was likely living up to the kinds of expectations fans would have built up by the time it came out.  Criticisms against this movie have almost always seemed overly harsh to me.
"Jan 12, 2021",5,Prequels are amazing
"Jan 12, 2021",2.5,"A great achievement in technical feats such as visual effects, however everything good about the film is dragged down by the poor script and subpar acting. Amazing and creative characters such as Darth Maul are overshadowed by annoying and poor characters such as Jar Jar. The magic is there but it is overwhelmed by how the bad the film is from a movie perspective."
"Jan 12, 2021",4,"I know everyone hates on the first three Stars Wars movies, but I actually thought this was pretty good. I liked the settings- Naboo was absolutely beautiful- and don't even get me started on the queen's outfits!! Sure, the plot could have been better, but I feel like they set up a good backstory for the major trilogy."
"Jan 10, 2021",4.5,An Awesome (sort-of) beginning! The prequels are misunderstood masterpieces! Darth Maul is also REALLY cool!
"Jan 06, 2021",5,"This movie is so underrated! A few toxic Star Wars fans hated on it and before you knew it, everyone had mindlessly jumped on the bandwagon! It sets the stage for Anakin Skywalker's origin story with nuance and grace. Put some respect on its name!"
"Jan 04, 2021",3,"Although this movie does have its flaws, you have to admit when it shows us glimmers of hope, it is satisfying. Such as Ewan McGregor giving us a great performance that is awesome to watch. There are setbacks like Young Anakin who is not that great. As well as Jar Jar Binks being extremely annoying. Also, the CGI is dated in a lot of parts, but scenes like the pod racing and the climactic Duel of Fates battle may be the best scenes in the prequels. Since I grew up with the prequels, I do have a place in my heart for them. Now, rewatching them, I did not realize how many scenes I would remember. Grade 78% (C+)"
"Jan 04, 2021",2.5,"This is the kind of movie that could be described as barely fresh by some people and completely rotten by other people. I would stand with the rotten gang: Although I don't think that it is an incredibly rotten movie, I would definitely say that it is NOT fresh. I guess it is somewhat important inside the Star Wars saga, as it gives us extra back-story about Anakin and other characters, but, for me, probably the most memorable moment (and the most entertaining and fun one as well) of the movie is the final fight against Darth Maul. Everything else just feels... mediocre. I hated little Anakin's character, it is kind of slow, boring and it just isn't good enough to live up to the other Star Wars films. Ohhh, and something else... I must say, that I HATED the animation. It is just too bad. Ugly. Awful. And, now that I think about it, I didn't only hate Anakin's character. I hated Queen Amidala, The Trade Federation guys, Jar Jar, Anakin's Mother, and basically every animated character."
"Jan 02, 2021",3.5,"Over the years. I've grown to appreciate this movie. Now yes some aspects are dated, but I would still give this a watch every now and then. The Podrace and Duel of The Fates are the best scenes in the movie."
"Jan 02, 2021",3.5,"Story ok, maybe because I already know what will happen eventually, but the space battles and lightsabers are epic always"
"Jan 02, 2021",2.5,"The movie is quite amusing. Jake Lloyd is annoying, but enjoyed Liam Neeson and Ewan McGregor's characters. The movie has lots of bad stuff that counteracts the good stuff. And I wish Darth Maul had a much larger role. He only has a couple of scenes. If you like Star Wars or sci-fi or cheesy acting or bad effects, than this is for you."
"Jan 01, 2021",3,"Boring at various points, acting can be better, considering the all-star cast of the film, and very strong Writer/Director.

But I have to say that this film has some of my favorite light saber duels in the entire saga.

My grade: C+"
"Dec 31, 2020",5,"6 bags, and more medichlorians than you can shake a lightsaber at. People hate on the prequels, but despite its flaws, Phantom Menace was a great triumph for Star Wars and is better than any of the Disney produced trilogy. Though it is worth the price of admission for the ""Duel of the Fates"" fight and music alone, there is a lot to love, like the awesome pod racing sequence. This installment took some big steps in expanding the Star Wars universe and overall did a great job. There's some great acting in this from Neeson, McGregor, and the kid who plays Anakin. Some people say that Anakin's acting was terrible but it just goes to show you how great of an actor he really was. That kid knew his character was destined to be Darth Vader, so he had to play him a little off and awkward. Then Hayden Christensen did an even more amazing job carrying forward the role of Anakin, modeling his own performance after the kids performance of a tragically skewed optimist in Episode 1. Meeeesa loved McGregor and Portman and Ray Park in the movie 2!"
"Dec 30, 2020",3,"This movie delivered Star Wars to a new generation of fans. It gave us glimpses into the world of the Jedi only alluded to in the prequels. The Lightsaber duels were well choreographed and brought an elegance to the Jedi's fights that was lacking in the stiff fight scenes of the originals. Ewan McGregor is a great Obi-Wan. The score is new but pays tribute to the original series. Beyond that some of the shooting from first person with the light saber scenes comes off as corny. Jar Binks is more polarizing than the Ewoks, and watching the dialect now, actually seems to be somewhat racist and offensive evoking southern stereotypes of African Americans. The plot about trade embargos is convoluted and boring. Liam Nesson and Natalie Portman give stiff performances in a script with poor dialogue. Ray Parker's Darth Maul has potential but is ultimately thrown away. The character is given proper due in the later animated series, All in all this is not a great movie and among the weaker Star Wars entries."
"Dec 30, 2020",2.5,Definitely not as bad as attack of the clones.
"Dec 28, 2020",3,"This is one of the worse Star Wars films for many reasons (thanks Jar Jar Binks). If you are watching the saga and want additional material then this is an early story that will be of interest to watch. Otherwise, you will just be treating yourself to lots of dated CGI and annoying animated character quips."
"Dec 28, 2020",2,"This movie can be boring, cartoony in the worst possible way, and cheesy beyond forgiveness. But the Darth Maul fight and John William's score make up for it a little."
"Dec 27, 2020",4.5,"I always thought this movie was fine. But after seeing it again I changed my mind a lot. I was really amazed at how good the movie actually is. That's why it gets a 4,5."
"Dec 27, 2020",4.5,"Do not understand why others would rate this one so low. I enjoy the prequels and this one is a fun and eye-opening experience. The podracing was one of a kind and the battle on Naboo, although flawed, provided an unique viewing experience. Only if they have more time to polish some of the ending scenes.."
"Dec 27, 2020",3.5,Great introduction to the Skywalker saga
"Dec 26, 2020",5,The real new hope...to how to continue the Star Wars Franchise. Darth Maul becomes a huge major new character with exciting new traits. Amazing Jedi lightsaber action just perhaps not what the audience got use to making it drop in ranks.
"Dec 25, 2020",4.5,"This is a good film adding to the Star Wars franchise. I don't know why so many people complain or dislike this movie especially comparing to the 2 Movies after.
Good plot and characters, and explores new sides of the Star Wars universe.
Overall this movie is underrated. It's a must see film"
"Dec 24, 2020",5,Despite some humor that falls a bit flat for older audiences it is still a great film. Some great words of wisdom from Qui Gon and the best light saber battle and score of the series.
"Dec 22, 2020",3,"I remember liking this much more when I saw it almost two decades ago but I guess since I still have never seen the next two, it couldn't have had that much of an effect on me. I def think there are some entertaining scenes here and for me, far from a Star Wars fan, it acts as a perfectly serviceable prequel to the original trilogy. Jar Jar definitely costs a half star at least though as he is by far the most annoying character from the Star Wars universe I have encountered. 6.5/10"
"Dec 20, 2020",1,"I haven't seen this since it was first released in the movie theaters, and I didn't think it could possibly be as bad as I remembered it. Boy, was I wrong. It was slow. Plodding. And I just wanted to strangle Jar Jar."
"Dec 17, 2020",2,"I don't fall asleep during a movie usually, but this movies was very boring. It's a must watch if you want to watch the Star Wars movies, but this movie wasn't good at all. It wasn't really bad though. My biggest problem was the dragging of the storylines."
"Dec 17, 2020",3,"I was inspired after watching the Mandarlorian and watched this movie again.  It was better than I remember, but still clearly not the best movie in the franchise.  Some characters were just too over the top."
"Dec 16, 2020",1,"If I could give movie negative 5 stars it would be too generous. 
Arguably one of the worst films in cinematic history."
"Dec 16, 2020",0.5,The worst in the SW series. Jar Jar Binks is the worst character ever. Annoying beyond words. The movie has so many cheap special effects it looks like a Playstation game.
"Dec 09, 2020",4.5,"George Lucas' creativity built a completely original story and beginning to this beloved saga. Some of the criticism you tend to hear from the toxic fans of the original trilogy attacks the politics, acting, and graphics in this movie. I completely disagree with that analysis, and here is why. We know from the most recent presidential elections that politics, whether you like it or not, draws a lot of attention and can be extremely fun to watch. As a kid I did not understand most of the politics but today I see something new every time I watch this movie and the political portions are so interesting to watch because you are seeing strings being pulled to destroy a democracy. I believe the acting was fantastic, though in some places elect emotion. Next time you re-watch this movie look at the intensity on Liam Neeson‘s face when he fights Darth Maul. He didn't make any wacky faces like most action movies, he looked like a trained master of combat fighting for the fait of the galaxy and trying to kill evil. The choreography in the fighting was great, and the originality of George Lucas gives this film tons of rewatchability because you won't find any movie like it in the years since."
"Dec 09, 2020",2,"This film is considered one of the most controversial Star Wars movies. Even though many prequel stans hate the sequels and bash them, the prequels: especially PM and AOTCS have many problems. What made the original trilogy so special was the characters: Luke, Han, Leia, Lando, Chewbacca, Darth Vader, and so many more. The Phantom Menace only has one character worth mentioning: Qui-Gon Jinn played by Liam Neeson. Everyone else is barely worth mentioning. 

One of the main problems is the sluggish plot. The Trade Federation and the politics related to that really slow down the plot and make it more convoluted. We don't even meet the protagonist of the film for quite some time. Luke was introduced to the audience fairly quickly in a New Hope. Another problem was explaining the force with science. As well as the over-abundance of terribly aged CGI. 

However, the Phantom Menace is not without merit. The final duel is pretty memorable and the soundtrack by John Williams is pretty good. The podrace scene is solid enough as well."
"Dec 08, 2020",3.5,"A great movie for begins this new trilogy star wars, i love this movie. It's very good."
"Dec 07, 2020",3,"Gostei da história e dos atores, cria uma empatia pela história. Achei a cena da corrida confusa, em poucos momentos entendi o que estava acontecendo. Mas em geral o filme e um bom passatempo."
"Dec 07, 2020",3,"Was it perfect no, but I felt it accomplished the goal of introducing the characters while giving the fans the entrainment they come to expect from Star Wars. Neeson, McGregor and Ray Park held it down with their character portrayals and lightsaber battles. Jar Jar isn't terrible quit hating on the man."
"Dec 04, 2020",5,much better than the shit sequels
"Dec 04, 2020",5,This movie is a masterpiece of cinema...In comparison to the newest Star wars BS.
"Dec 03, 2020",1.5,"a very bad movie, many things don't work and it gets to be quite tedious, without a doubt one of the worst in the saga, despite the final fight being satisfactory."
"Nov 30, 2020",4.5,This movie is not perfect as Jar Jar is in here however I will say that this movie is one of the best in the Star Wars series
"Nov 28, 2020",3,Preferred it too Attack of the Clones. But its still not great. I don't hate Jar Jar as much as a lot of other people. But this movie gets bogged down by boring expositional scenes and bland acting.
"Nov 27, 2020",3.5,"FEAR leads to Episode I. 
EPISODE I leads to HATE.
HATE leads to SUFFERING EPISODE II.
EPISODE II leads to ANGER.
ANGER leads to EPISODE III and more suffering.

Or so 'some' fans would like to claim. 
In fact Phantom Menace is a pretty decent kiddies flick. Yes its a kiddies flick first and foremost and that's absolutely fine. The originals had its lighter film with Return of the Jedi. This trilogy just goes for the reverse, as EPISODE III was always going to be a very dark film in comparison. Its the one film in the prequel trilogy where Lucas is truly at his most creative. The film has its own style and doesn't at all rely on the aesthetic or nostalgia of the original trilogy jar Jar is a bit annoying but honestly it's really not as insane bad as some would have you believe. The politics is not actually that big a part in the movie. The world building is excellent and Lufas definitely knows how create that lived in universe feel. The more personal character journeys of the originals isn't here thats for sure and fans of the original trilogy make that point.
This is a good but not great film. Certainly its a film that all Star Wars fans should appreciate and I think since the sequels finished even more so. And if you only need one reason to see this film at least once; Darts Maul. Enough said!"
"Nov 25, 2020",2,"A disappointing return to the world of Star Wars after nearly 16 years. The story drags out, has poor CGI and uninteresting characters. The plot of the movie hardly contributes to the story of Star Wars and can be skipped when watching through the saga."
"Nov 24, 2020",3,"The Phantom Menace begins the Star Wars prequel trilogy with a muddle of politics, useless and annoying characters, and a bad habit of over-exposition, but ultimately pulls itself together for an impressive final act."
"Nov 24, 2020",3.5,"Duel of the Fates was amazing, Darth Maul fight was cool, but... uhh... this wasn't exactly the best star wars film out there. Seriously though how the hell does troll world tour have higher critic reviews? What? This was much better."
"Nov 23, 2020",3.5,Some parts of the execution and the dialogue were not the best but overall I enjoyed the story.
"Nov 22, 2020",1,"This first 15 minutes of this movie is fairly high on cringe factor. For me the kid was the best bit along with the pod race. it's poorly directed and poorly written. if it wasn't for the millions of star wars fans from episode 4,5,6. it would have flopped."
"Nov 14, 2020",1.5,"Vous souvenez vous de la trilogie originale de star wars ? Une ambiance, une croyance, du développement et surtout une fascination pour cette univers ??? Et bien La Menace Fantôme brise TOUT.
Tatouine est une planète pauvre ? Un personnage va vous le rappeler avant qu'une course mondiale de Pod Racers n'ai lieu. La force est mystique ? On va briser cette croyance avec de la science. Les jedi sont sages ?? On va les faire passer pour des abrutis avec une prophétie à laquelle ils croient aveuglément et qui est la seule excuse de cette prelogie... Les acteurs jouent mal, le film est bourré de blagues forcées pour vous décrocher un sourire.. Mais ça a l'effet du pétard mouillé. Seul la fin est digne d'intérêt grâce à la superbe musique de Williams cependant, on oublie vite cette musique mythique qui contraste énormément avec un enfant qui ne cesse de dire ses pensées à voix haute et qui réussit tout sans aucune expérience ni difficulté ainsi que des moments où on a l'impression que les personnages sont en chargement comme lors du combat final et que l'antagonisme ne réagit pas à une pirouette de 7 seconde et se fait trancher en deux.. Ou pire, un élément introduit des le début du film : courir vite grâce à la force, qui n'est PLUS JAMAIS exploité dans tout l'univers de star wars (excepté la série 2D CW) et qui aurait pu résoudre pratiquement toutes les situations malencontreuses de nos amis les jedi que l'on apprend à détester avec ce film (et la suite de cette trilogie évidemment). Ormi la musique et quelques scènes, rien n'est à sauver dans ce film et il nous fait vite regretter la trilogie originale ou même la postlogie tant il est niais et remplie de contrastes (ex : moments trop enfantins avec Jar Jar et Anakin puis une séquence de politique pour adultes). 1.5/10"
"Nov 13, 2020",1.5,Getting through this movie was so painful. It was just so boring and the characters show no emotion.
"Nov 13, 2020",4,Absolutely pure of a Star Wars movie 
"Nov 12, 2020",3.5,Fantastic special effects and SOME elements of an amazing (or potentially amazing) -plot are the redeemers for an otherwise uninspired ream of crappy dialogue and the ministrations of a man who couldn't get out of his own soap-box.
"Nov 12, 2020",0.5,Absolutely horrible one of the worst movies ever made the sequel trilogy is way better.
"Nov 11, 2020",5,"Say what you want about his movie, I love the move! Its the starting story to the Skywalker bloodline. Good Movie in my books."
"Nov 08, 2020",5,"Barring the existence of Jar Jar Binks, this is a very solid Star Wars movie"
"Oct 31, 2020",3.5,"The beginning of the prequels, this movie has much less suspense and action than the first 3 star wars movie, and features a very annoying character who gets too much screen time. He wouldn't have been so bad if the original idea for the prequels went through, but people hated this character so much his major plotline was scrapped for the next two films. Now for the movie itself, it's alot of talking and useless politics but features some interesting moments. It's not as bad as people make it out to be, but it is indeed a letdown."
"Oct 26, 2020",5,One of the worst STAR WARS movies yet still awesome!
"Oct 25, 2020",2,Really boring and underwhelming
"Oct 22, 2020",3,"I can respect for what George Lucas was trying to do with the prequel series, l would have been happy with the senate meetings and the somewhat hap hazard talk about the ‘Force'  if the pacing was done right and very obviously Jar Jar Binks wasn't in the movie. Light saber duels and the Jedi council was an intresting avenue to explore."
"Oct 21, 2020",3,"The only things going for EPISODE I is the wonderful lightsaber choreography, the masterful score by John Williams and the Special Effects."
"Oct 21, 2020",3,"This was my first star wars movie, so it holds a special place in my heart. The lightsaber battle with Darth Maul was great. I liked the set designs like the underwater city and the.... place where the final battle with maul took place. The acting was ok. The pacing was bleh. It was kinda slow. There were a bit too many political scenes."
"Oct 20, 2020",1,"I find it insane that The Phantom Menace is not the worst Star Wars film in the main series. However, that doesn't mean it still isn't awful, with an over reliance on ugly and pretty dated CGI, lack of character, and horribly written story."
"Oct 18, 2020",5,"this film is actually quite good I would say I hate attack of the clones, for the most part, this is still better than the Last Jedi."
"Oct 15, 2020",3.5,The lightsaber battle makes up for the politics.
"Oct 11, 2020",4,"This movie has many flaws. But, it adds a ton to the franchise. It revived Star Wars, and has lots of awesome and memorable scenes and sequences."
"Oct 11, 2020",2.5,"The Phantom Menace's conclusion is some of the best Star Wars we have, but for the rest of the movie, it is underwhelming and too childish for a franchise about a war. Star Wars should appeal to all ages, however, this movie hits the wrong way for those that experienced the originals."
"Oct 10, 2020",2.5,Yikes. This is the same filmmaker?
"Oct 09, 2020",3,it's a good movie. but it is not bad. 6/10
"Oct 07, 2020",3.5,"What do you want from me? This movie has Darth Maul and ""Duel of the Fates."" Spare me your Jar Jar slander because he isn't terrible, and the pod race scene is excellent! Grab some popcorn and watch this on the biggest screen possible!"
"Oct 05, 2020",5,MEME master star wers
"Oct 01, 2020",4,"Great movie, I love everything in it,"
"Sep 29, 2020",3.5,"It's bold in terms of jerking people around, but i think George Lucas went to far in a few places"
"Sep 29, 2020",5,A great way to start the saga.
"Sep 28, 2020",3.5,7.0/10. this film has a fantastic cast and an awesome Lightsaber duel with Darth Maul but Jar-Jar Binx is a very annoying character and the Pod race went on a bit too long.
"Sep 16, 2020",1.5,"What previously worked beneath the surface has come into the spotlight, and it is unbelievably boring. The Phantom Menace has the most forgettable and political plot that is left unsupported by the most robotic and wooden characters that the audience is so unemotionally unattached to, the only thing protecting the film from being a completely pointless side story is Anakin's involvement."
"Sep 15, 2020",2,"Has cool lightsaber battle but overall pretty slow, tally, and boring."
"Sep 14, 2020",5,I'm a person and my name is anikan!!!!!!
"Sep 12, 2020",2,"This film fails on basically every aspect of film making, and it's so boring"
