date,stars,text
"Mar 28, 2021",4.5,"3rd best Star Wars movie there is!

SPOILERS AHEAD BTW!!!!!!!!!!!!

Everyone thought that the sith would die and the Republic would win, but the Republic lost and became the Empire. Everyone expected that Anakin should be the chosen one. He became the very thing he swore to destroy. 

My opinion 9/10"
"Mar 28, 2021",5,"god himself came to me in a vision, and told me to spread the word that this is the single greatest masterpiece ever created, and nothing will ever be able to top it. many have tried to deny it, but this is the truth. 

- prophet jeremy"
"Mar 26, 2021",5,"The only reason the audience has put the score to a 66% is for the memes which is fair, this movie is far better than what you see from a rating standpoint. It's a conclusion to the franchise that keeps you wondering what's going to happen and dreading the outcome. This is Star Wars at its peak, the world building to the heart break of brothers end this saga the right way and the ultimate vision George Lucas always wanted."
"Mar 26, 2021",5,"Second to Empire. Great film, some of the best lightsaber fights in Star Wars. Last act of the movie perfectly goes into episode 4. Seeing what pushed Anakin into Vader and the fall of the Jedi order. Masterpiece!"
"Mar 26, 2021",4.5,"An amazing tragedy, a poignant ending to the prequel trilogy, and probably my personal favourite Star Wars movie to date. The only real issue here is Anakin's fall to the dark side feeling a bit too rushed and inorganic, especially after watching Star Wars:The Clone Wars (2008-2020)."
"Mar 23, 2021",4,Best of the trilogy and has a great plot this has easily the best fights in the prequal trilogy. It is surprisingly emotional and Hadden's acting was pretty good as well and plus the Padme and Anakin scenes are a bit more serious and much more better other then a few scenes they had good drama. I love how Anakin wasn't didn't turn to the Darkside straight away it showed how loyal he is . And the order 66 scene was amazingly done .
"Mar 23, 2021",4,One of the best movies in my favorite franchise 9/10
"Mar 22, 2021",3,21.03.2021 ---------
"Mar 22, 2021",4,"Great movie, some brilliant scenes and the good outweighs the cringe scenes in the film. Very memeable. Very fun. Better than all the sequels combined. Great film!"
"Mar 21, 2021",5,I love this movie. I grew up with it so there will be some bias but it's one of my favorites.
"Mar 20, 2021",5,How you like me now that you’ve seen the last 3 episodes? Well??? In comparison this is so much better. 
"Mar 20, 2021",5,Best Star Wars movie.
"Mar 19, 2021",5,"Without a doubt the most entertaining Star Wars film. Still has its problems like Hayden Christensen but it really stems down to George's directing. It didn't need a lot of improvement but still it did. The visual effects team really made do with what they had and actually improved the visual effects quite a bit. As to be the largest setup for the original Star Wars trilogy, this film had many powerful moments. Anakin and Obi Wan as a dynamic duo was really amazing and t Ewan McGregor and Hayden Christensen nailed their friendship. Ewan McGregor is a phenomenal actor and I can't think of a single role he had that was bad. This is his best performance and he nails his critical scenes with Hayden. There are 5 lightsaber duels in this movie. FIVE. All of them are very entertaining and very different from one another and all important in very different ways. Anakin and Obi Wan's exchanges in the 3rd act, are some of the best in star wars, and their lightsaber duel is still seen by many as the best ever, including me. Initial reviews of this movie said that the Anakin and Obi Wan duel was too drawn out- it's the last lightsaber duel George Lucas was going to give us and it was the most important there ever was. It was fast paced, epic, visually stunning, perfect uses of dialogue, amazing landscapes, and just simply very entertaining even watching for the thousandth time. Some people say this movie is overrated in 2021 because of how many memes there are of this movie. Ignore the memes you still have an amazing movie. This movie is one of if not the best of Star Wars. Absolutely fantastic joyride"
"Mar 19, 2021",5,Revenge Of The Sith is equipped with some of the best action of any star wars movie as well as a powerful story and incredible score.
"Mar 19, 2021",5,"An absolute Masterpiece of a film. Combined with the great plot aspects , thrilling characters and and unique twists with some of the best Star wars scores this movie takes the place for the best Star Wars movie of all time . And also leads perfectly into the original trilogy."
"Mar 19, 2021",5,The best Star Wars movie period! Everyone's performance was through the roof as well as Hayden Christensen who put on a show for the ages! It was fantastic to see the story unfold and how Anakin became Vader.
"Mar 17, 2021",5,Speaks for itself. Work of art!
"Mar 17, 2021",5,"In my opinion the best Star Wars movie, Revenge of the Sith has action, drama, and some moments that are truly tear-drawing. It makes up for the many flaws of the first two prequels, and gives a smooth transition into A New Hope. Character development like no other Star Wars Movie."
"Mar 15, 2021",5,"La mejor película de la trilogía precuela, su historia, su ritmo, sus personajes, etc. Una buena película para terminar una trilogía."
"Mar 14, 2021",4,"The only good movie from the prequel trilogy, Hayden Christensen was much improved in Revenge of the Sith.

Anakin turning to the dark side was done brilliantly.

Great visuals during the Anakin vs Obi-Wan fight."
"Mar 11, 2021",5,"This is the ultimate star wars movie. The score and the fight scenes are perfect. The CGI is a major upgrade from the first two. The story about betrayel and loss is perfect.
This is one of the best star wars movies."
"Mar 10, 2021",5,"The best star wars film in my personal opinion. It has every Love, Tragedy, Betrayal, and amazing fight scenes. From the turning of Anakin into Vadar to his fight with Obi-Wan on Mustafar. An amazing movie better than anything Kathleen Kennedy could do."
"Mar 03, 2021",3,"Its not really that bad. It might be my 4th favourite movie out of star wars only worse than the original trilogy. The music is amazing and the action scenes are stunning ( especially the lightsaber ones ) for a 2005 movie. My problems are that it's dialogue still bugs me. Its very likeable and every peace of aspect and the flaws are only small flaws compared to movies that are actually terrible. Altought if you watched original trilogy first you will see the story as a bit predictable. After watching The Clone Wars tv show, i'd say tthe ending feels more emotional. If you like Star Wras this is a very satisfying film"
"Mar 01, 2021",5,By far better than any of the sequels and a great movie. There are a few faults but the movie is very enjoyable!
"Mar 01, 2021",5,"Masterpiece, great movie, fits very well wiyh the old ones"
"Feb 26, 2021",4.5,This one was the better of the trio of the origin movies. I liked the plot and how the directors made the film and it was just good over all.
"Feb 26, 2021",3.5,"Even though the dialogue is clunky and the motives of Anakin Skywalker are unexplainable (what is he so angry about?), the basic story is good, Ewan McGregor is great, and the visuals are spectacular. Hayden Christensen was great in Shattered Glass."
"Feb 25, 2021",4,An improvement on it's predessessor. An interesting watch to see a fall from grace and connect the prequels with the originals. John Williams score also make the film worth the watch.
"Feb 23, 2021",5,Anakin was amazing this movie made the original trilogy look like dog water
"Feb 23, 2021",4.5,Revenge of the Sith somehow manages the feat of keeping viewers guessing about what happens next in a prequel film.
"Feb 21, 2021",5,This is how you do a Star War trilogy outside of the perfect original. The amazing conclusion to the Star Wars prequels!
"Feb 21, 2021",5,"It was just really enjoyable to watch, it's as simple as that. Also memes"
"Feb 20, 2021",5,"Its an amazing movie and one of my all time favorties, while not as good as empire strikes back, its still amazing. Why is revenge of the sith so great? Heres why. the plot is great, we get to see anakin and how he turned to the dark side. The way palpatine was convincing anakin to join the sith was greatly executed and made for a great scene. Hayden christensen and natalie portmans performance here really improve they do a great, serious, emotionally gripping job with what they are given. Its really emotional with what hapens when padme dies it just tugs at your heartstrings, we want her to be alive, but when she cant, its extremely emotionally gripping. This time there is no jar jar and the cgi looks great. The dialouge is much better than the other 2 previous ones, while the dialouge in phantom menace was hit and miss and attack of the clones was good, this one really felt star wars. And general grievous is a good villian. He has a cool design, character and fight with obi wan. The reason why anakin became darth vader is great. You see he has lost his children and wife the people he cares about most and wants to prevent this from ever happening again. A really amazing movie, not as good as empire strikes back, but still really really great. Revenge of the sith 100% A+"
"Feb 20, 2021",5,Anakin's descent into evil is so well done in a few hours it does everything game of thrones season 8 should have done but better.  Even better if you've seen the cline wars cartoon
"Feb 15, 2021",5,"One of the greatest movies ever made! Revenge of The Sith is packed with nonstop action, betrayal and one of the most shocking plot twists in modern cinematic history. Definitely a must see for any hardcore Star Wars fan. If you grew up in the early 2000's like I did you will obviously have a much higher opinion about the movie if you are an original fan or a Zoomer who only saw the Disney films."
"Feb 15, 2021",5,greatest star wars movie of all time
"Feb 12, 2021",5,best star wars movie ever
"Feb 10, 2021",4,"I think it was amazing, the only finger i can put is the cringe between Anakin and Padme's love..."
"Feb 09, 2021",3.5,"Look, it's hard to make a whole prequel trilogy about the villain origin story of the first Star Wars trilogy, so credit is deserved, but only where it is due. I still enjoyed the build up to this film very much."
"Feb 07, 2021",5,I love this film about the transformation from Anakin Skywalker into Darth Vader. This is also a meme gold mine for some reason.
"Feb 07, 2021",3.5,I imagine if this film was the only film to come out after the original trilogy this series would be a solid tetrology. This is what we've been waiting for.
"Feb 06, 2021",5,My favourite movie of all time. Brilliantly written and acted. A must watch if you haven't already.
"Feb 06, 2021",5,"Obi Wan alone accounts for 5 stars, would make it at least 66 stars but 5 seems to be the cap."
"Feb 06, 2021",5,"This is the best Star Wars movie, it has great lightsabers duels, great characters with great developments, good dialogue, great CGI and is a really conclusion for a trilogy. Every second in the plot crashes in the perfect climax of the movie that would only make you think ""Don't do it Anakin""."
"Feb 05, 2021",5,I like the prequels more than the sequels.
"Feb 05, 2021",5,It was good movie to captivate a great series before the sequel trilogy ruined the canon
"Feb 03, 2021",3.5,"Still not perfect, but 'Star Wars: Episode III – Revenge of the Sith' is such a more enjoyable entry in the prequel trilogy - which ends strongly.

I had a fun time with this. I do have a couple of (relatively minor) complaints, but first the positives. I'd say this is the best that this cast produced during this run of films. Hayden Christensen is excellent in his role, it's the most I've liked him in 'Star Wars' for sure. Ewan McGregor and Natalie Portman give more than solid performances as well.

The special effects look nice throughout, while the score is pleasant. I also found the pacing to be practically ideal, which is a marked improvement on its predecessors. The humour and dialogue still isn't great, yet is also bettered. Crucially, the plot is very good.

With all that noted, I do have two things I didn't love. The first being the event that includes Samuel L. Jackson's character. I completely get the intention and reasoning of what occurs, but how it is shown did feel kinda forced and poorly written.

Another is the end, which overruns ever so slightly. I know it's setting up the original trilogy, but there are a few too many scenes; could've/should've ended on you know who's first breath.

However, all in all, I got a positive amount of entertainment and would class this as a step above the preceding two films. I'm glad about that, as it makes the prequel productions way more meaningful and memorable than they were looking to be based on the 1999 &amp; 2002 releases."
"Jan 30, 2021",3,najbardziej memiczny film świata
"Jan 30, 2021",4,"Star Wars: Episode III - Revenge of the Sith is actually a good movie. Unlike the previous entries in the Prequel Trilogy, Revenge of the Sith stands out for the right reasons. The acting improves tenfold in this movie, the plot is actually good, the dialogue, while lacking in some areas has improved by a lot, the CGI is amazing and the performances are much better. The best parts of this movie are easily the music, Ian McDairmid's performance as Palpatine, Ewan McGregor's performance as Obi-Wan and the final battle between Obi-Wan and Anakin is very fun to watch. Overall, while still flawed in some areas, Star Wars: Revenge of the Sith is easily the best entry in the Prequel Trilogy by far."
"Jan 30, 2021",5,"One of my favourite, the best of the trilogy and the best of the saga. You must see it"
"Jan 29, 2021",3.5,"Star wars Episode 3 is the last instalment of the prequel trilogy of the space saga created by George Lucas. It was the first PG 13 rated SW movie and for good reason. Despite all the controversial flaws of the previous films which are here too, in this one George finally creates a compelling gut wrenching story that if it wants because of the mediocre flaws it would be much better than it is. In this one Anakin finally falls to the dark side and becomes iconic movie villain Darth Vader. The script weaves together a great story that is part space opera and part Shakespearean tragedy. Hayden Christensen acting improves over the mediocre and weak performance of the previous installment. But in here bad dialogue, flawed acting, and plot holes continue to be a problem. Ewan McGregor shines once again as Obi Wan but is Ian MacDiarmid's portrayal of Palpatine  that takes the gold as he gives it all in as a manipulative mischievous villain who is the actual menace behind the star wars universe. The visual effects are beautiful and the drama is potent and George savagely descends us into a very dark and violent story that ends the prequel trilogy with a bang despite its flawed beginnings."
"Jan 29, 2021",5,"Episodes 1 and 2 had many flaws, but in total, it was good star wars, but revenge of the sith is different.It's not just good star wars, it's one of the most epic and tragic movies ever produced.The acting is very good, the script is excellent, and the last 20 minutes contain some of my favorite scenes in film.Anakin's turn to the dark side is portrayed incredibly, now, there is room for improvement, and that's what the clone wars series is for, but I liked his turn a lot in the movie to.Order 66 is straight up tragic, and the lightsaber duels are perfectly choreographed and very enjoyable.There are some mediocre moments or scenes, but I don't think those moments effect the movie as a whole.Finally, this is one of my favorite movies, a great star wars episode."
"Jan 28, 2021",4,"It has a dark, serous tone to it. Not sure Hayden pulled that off well. Ewan McGregor saves the day with his acting. Seems like too little, too late to save this underwhelming trilogy. Probably the 4th best of them all. "
"Jan 27, 2021",5,This film is a masterpiece! Its my favorite film of all time! It perfectly shows the fall of Anakin Skywalker! George Lucas is amazing!
"Jan 26, 2021",4.5,While this movie has some weird scenes it also has some of the most emotional an exciting ones in the skywalker saga! It's the fourth best star wars movie after the og trilogy
"Jan 23, 2021",5,"Revenge of the Sith is my favorite movie from prequel trilogy. It's action-packed and there is little exposition. The story keeps moving forward. It's very well paced and there are lots of great lightsaber duel scenes. This movie came out in 2005 and you can tell. The technology for CGI has advanced significantly since Episode I. CGI looks great.

I even got emotional at the end. I really felt bad when I saw Anakin and Obi Wan fighting to the death. They were friends and they had known each other for a long time. Padme also had a very sad ending.

All in all, I liked the prequels. I plan on watching them again some time in future."
"Jan 23, 2021",3.5,"Revenge of the Sith is the best movie in the prequels. Hayden Christensen was much better in this movie than in episode 2. The pacing moves along a lot quicker which is good considering the first 2 episodes dragged at a horrible rate. Some of the best action sequences in the trilogy and of course Ewan McGregor is great. However, the writing still brings some cringe-worthy dialogue and jokes that just miss. A decent way to wrap up this trilogy with a climax that just makes you wish Qui Gon Jinn had never died and instead raised Anakin as his padawan. Grade 80% (B-)"
"Jan 23, 2021",4,"Let me just say- this movie is a MAJOR improvement from the other two films. Unfortunately, I can't say the same about the dialogue, and the writing in general. Let me be clear, it's a good movie. Not great, but good. It holds up. It's an emotionally heavy movie filled with action and thrills. But it still suffers from bad dialogue. Any scene between Anakin and Padme makes me cringe. But the major reason this film is the saving grace for the prequels is because when put together with the originals, all the films match together like a beautiful poem. Great movie, OK trilogy."
"Jan 21, 2021",3.5,"The only good prequel, I genuinely would recommend anyone to watch it.  The acting at times isn't great, but the story is poignant and interesting."
"Jan 21, 2021",4.5,Definitely the strongest of the prequel trilogy and my second favorite of all Star Wars films; only beat out by the empire strikes back. Anakin was totally believable in his descent into the dark side and his fall to Darth Vader.  Even though I think his motives were suspect ; I believed he fell and could feel his anger and hate. Obi Wan and his loss was very tangible. The most emotional of all the episodes. The light saber combat was excellent and the fall of the Jedi was sad.
"Jan 19, 2021",4.5,"A great movie with some bad acting, but the lightsaber battle in the end is one of the best lightsaber battles in Star Wars."
"Jan 19, 2021",5,"Very intense, tragic and emotional. seen it multiple times. Best Star Wars of all time."
"Jan 17, 2021",4,"Best out of all of prequels in my opinion. Quite good visual effects and great ending of prequel story. Story-of-anakin the movie.

A-"
"Jan 12, 2021",4,Definitely the best movie of the prequel trilogy. From the best opening space battle I have ever seen to an epic light-sabre duel near the climax this movie is bursting with Star Wars magic. This movie is a must watch for any Star Wars fan.
"Jan 12, 2021",2.5,Overrated movie with great ideias  but it has the worst effects in all of star wars and bad dialogue
"Jan 11, 2021",4,"Revenge of the Sith is just a great movie, great acting throughout and is a deeply moving story of tragedy that ends moving toward a new hope.

Lots of people jumped on the bag wagon with the prequels mot being perfect, but this is just a glorious film."
"Jan 06, 2021",4.5,"It is positioned as one of my favorite Star Wars film so far, and obviously the best one out of the second trilogy. (Episode I - III, 1999 - 2005) What do I think about it? It is more emotional than Episodes I and II, it is definitely and remarkably much darker than the rest and it has mind-blowing action sequences, a common factor in Star Wars movies. In my opinion, some of the best and most memorable moments in the whole Skywalker Saga are shown in this film. I mean, we have General Grievous, a great opening scene with Count Dooku, awesome looks for both Anakin and Obi-Wan, the tragic and chilling Order 66, a fight between the Jedi's master and the Sith's master, the birth of Anakin's children, the legendary fight between Kenobi and his former Padawan and, of course, the legendary scene where we witness the birth of Darth Vader. This movie sure has some things to improve, it is not perfect, but it is a fun, entertaining and wild ride for Star Wars fans. Star Wars' Episode III opened up the path that connected and lead to the original movies of this great and beloved saga that we all know and love."
"Jan 06, 2021",4.5,Not technically the best Star Wars movie. But definitely my favourite star wars movie
"Dec 30, 2020",3.5,"The last of the pre-quel trilogy is the best. It does a good job setting up a dark somber mood, The downfall of the Jedi is well brought out and the climatic battle between Obi Wan and Anakin are done well. Jar Jar Binks and Padme's roles are reduced which is not a bad thing given the poor dialogue Portman was given. The third one gets right what the first two struggled to deliver."
"Dec 30, 2020",4.5,A great Star Wars movie and the only good prequel ahaha
"Dec 28, 2020",4,"This was a great movie. Although a couple scenes are still corny and overdone, this was an epic and expansive defining chapter of the Star Wars franchise."
"Dec 28, 2020",5,"The best Star Wars movie to ever exist. Combination of Memes, Amazing choreography, and a good sprinkle of OG with the Darth Vader suit. You just have to watch it."
"Dec 28, 2020",5,You underestimate my power
"Dec 27, 2020",5,This movie is absolutely amazing!!!
"Dec 27, 2020",3,"Even though it's not as great as any of installments in the original trilogy, Revenge of the Sith is a massive improvement from the blandness or mediocrity of the previous two Star Wars films. While some characters like Anakin and Padme are still written poorly, others such as Palpatine and Obi-Wan are given much more to do and a lot more personality than before."
"Dec 27, 2020",5,"Best star wars movie hands down.

Hayden's performance was the highest point. His portrayal of conflicting emotions is second to none. His scene in padme ruminations is literally the best scene in star wars. Anakin is so badass when in the light and dark side version. We get to see his brotherly relationship with obi won in the beginning which was awesome. Hayden and Natalie's chemistry is amazing and they really make you much more invested in the movie. Ian McDiarmid's scenes with Hayden are so good they leave your heart racing. This is the most emotionally invested I have ever been for a star wars movie. Also, hayden and ewan chemistry is unreal, they basically give us a clone wars episode at the beginning of the movie and it is the greatest start to a star wars movie. The lightsaber battles are just perfection especially anakin v obi best lightsaber fight in the saga."
"Dec 26, 2020",5,A absolut great Movie i mean we all know that
"Dec 26, 2020",5,Not certain what side to be on the Kenobi and Anakin arc reach new heights and lead to where the original saga began. The Phantom Menace is a little nicer though a new Kenobi does shine in this film. Just an opinion.
"Dec 26, 2020",5,"Good, political, love story and a heart breaking story of a boy who grew up as a slave and becomes a slave to the emperor. Great ending and entrance to the original trilogy"
"Dec 25, 2020",4.5,"even though acting and lines in the trilogy is just ridiculously bad, the story itself is saves the film and also make this film my favorite one in Star Wars movie universe."
"Dec 24, 2020",5,The opening scene is the best sci-fi blast em up ever put on film. For that reason and much more I like this Star Wars the best
"Dec 23, 2020",5,One of my favourite in the Star Wars series! Anakins story is complete!
"Dec 22, 2020",3.5,I especially enjoyed the last 45 minutes of this and found it a surprisingly satisfying prequel finale.
"Dec 22, 2020",5,"It is one of my favorite star wars movies even more than episode 5 but although I left the political issue and felt more about the fights you have some points you find how
1. The performance of Hayden christense
2 the rush to show the birth of empire
3. Padme's death for no reason
The rest is a great movie"
"Dec 18, 2020",5,It's amazing and tragic story as well. Everything is perfect beginning with a screenplay and finishing with VFX. Lightsaber duel still the greatest till nowdays. Thanks to George Lucas and all team of Lucas Film and ILM and other.
"Dec 15, 2020",5,"Brillante, simplemente una obra maestra para los fans"
"Dec 13, 2020",5,I cry everytime when I see Anakin crying in the Jedi Council chamber.
"Dec 09, 2020",5,"One of the most brilliant and satisfying ending to a story ever written. The choreography in the fighting was the best you will ever see in Star Wars. The emotion during Obi-Wan and Anakin‘s last scene was intense, I still cry watching it today. The movie was entertaining to watch from beginning to end and there barely seems to be any dullness in the movie which is great because all movies need to dial it down in some parts to avoid over doing the great action. The music was intense too. In my opinion this was top three Star Wars movies ever made and the most rewatchable one."
"Dec 07, 2020",5,It was crazy. The answer to so many question. We had everything that we wanted. Anakin turning to the dark side was awesome.
"Dec 07, 2020",3.5,"O desfecho foi legal, mas algumas cenas são apenas para aumentar o tempo de filme, apesar disso o filme é bom, o melhor dentre os 3 dessa fase."
"Dec 07, 2020",4,"The best of the prequel trilogy, providing the closure we needed while giving us the great lightsaber battle of all-time"
"Dec 04, 2020",5,easily the best Star Wars movie to date
"Dec 03, 2020",3.5,"this film is by far the best in this trilogy, it is impressive and very brave, I like the atmosphere of tension that I have in it."
"Dec 02, 2020",5,Revenge of the Sith is my favorite Star Wars movie. It's way better than the sequels. The sequels are the worst.
"Dec 01, 2020",4.5,Love the movie. Top story but the dialogue is bad.
"Nov 30, 2020",4,"Whereas the other prequels seem only to touch the themes they claim to explore, Revenge of the Sith goes all in the dramatic weight a story like this could have. concluding these messy, boring films with e something that, while rough around the edges, is still a pretty good movie"
"Nov 29, 2020",4.5,The first 20 minutes are very good. The next hour isn't anything special and is really just exposition and conversations. The last hour and a half is the savior of this movie though and is probably some of the best Star Wars ever.
"Nov 28, 2020",4,"Definitely the best of the Prequel Trilogy. It does carry some of the wooden dialogue and crappy CGI from the previous two prequel movies, but overall this movie is vastly entertaining."
"Nov 27, 2020",5,just amazing faviorte film of all time
"Nov 25, 2020",3.5,Easily the best prequel but still not great. A exciting finale to the trilogy with solid acting and some of the best action in the franchise.  Could have used a longer run time as Anakin's turn is not convincing and feels rushed like the rest of the movie.
"Nov 23, 2020",5,It does an amazing job leading into the ot. It is also extremely emotional and entertaining.
"Nov 23, 2020",5,"yes , yes , yes , It finally happened in the best possible way"
"Nov 18, 2020",0.5,This is terrible. :(
"Nov 15, 2020",4.5,Amazing movie that I absolutely loved watching
"Nov 15, 2020",5,"Best Star Wars movie ever!!!!!!!
Everything about this movie (except the dialogue) is perfect. The character development, the lightsaber fights, the score everything is absolutely perfect in a way many films could not possibly hope to achieve."
"Nov 13, 2020",4,The absolute best of the prequels 
"Nov 12, 2020",3.5,"As I've said for Episodes I and II: the battle scenes are fantastic, the special effects are on point, and there are ELEMENTS of a really outstanding plot.

But with those beautiful things comes a mob of gremlins which take the form of unbelievably bad dialogue, buckets of cheese, and a soap opera between the galaxy's biggest mommy's-boy and a cougar senator who couldn't close her legs."
"Nov 10, 2020",5,"This Is The Greatest Movie Of All Time, I Cry Everytime I Watch It, Its A Story About Love, Betrayal, War, And Sacrifice, Everything A Movie Needs To Be Amazing.
Like, Just Watch The Freakin Trailer People!!!, It Still Makes Me CRY!!!!!
Their Is Nothing, I Mean NOTHING, I Would Change In This Movie, Even If It Would Turn Me In The A Jedi Master, This Movie Is EXCEPTIONAL!!!!!!!!!!
STAR WARS EPISODE THREE: REVENGE OF THE SITH
PLEASE WATCH IT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
"Nov 06, 2020",5,has some of the best battle sequences in all of Star Wars
"Nov 06, 2020",5,I enjoy it! It is a pretty amazing movie! Upvote of approval!
"Nov 05, 2020",5,Hot take...Greatest Star Wars movie....ever.
"Oct 31, 2020",4,This movie is the first time the prequels really click. The slow and mundane buildup from the first two episodes boils into something much more fast paced and fun in this installment. This movie is indeed a must watch for all.
"Oct 26, 2020",5,A thrilling and heartbreaking end to the Star Wars saga.
"Oct 25, 2020",4,A good conclusion to the prequel trilogy
"Oct 24, 2020",4,"Finally! George Lucas pulled it off. There was some clunky dialogue, some plot holes but revenge of the Sith was still entertaining! And l was glad to see Hayden Christensen really step up his acting skills."
"Oct 21, 2020",5,"REVENGE OF THE SITH is a truly fantastic film. From the dark tone to the score, everything about Episode III fits perfectly."
"Oct 20, 2020",5,The best of the prequel trilogy. It was dark and sad and ominous. Ewan Macgregor is perfect as obi-wan. The lightsaber fights were great. The score was great. A must-see for sure.
"Oct 15, 2020",5,"Best Star Wars by far.  Tragic tail of how everything comes together, so emotional."
"Oct 14, 2020",4.5,"I love all the star wars movies; This movie is when Darth Vader is created in this movie the Sith starts to win. Most of the Jedi masters die, this explains the older movies in star wars like who is Darth Vader (No Spoilers!) how he became so evil. This is a good movie it has better graphics in it so there is more violence then in the others, I think if your a star wars fan this is a ""mustwach""."
"Oct 11, 2020",5,"This is the most emotional, the most powerful, and the most epic Star Wars movie. The first two prequel films (while I still believe they are severely underrated) were not at the level of the original trilogy in any department. But this movie gets near that level of quality, and even surpasses the originals in some respects."
"Oct 11, 2020",4.5,"Revenge of the Sith introduces the single most important and interesting plot element into our beloved Star Wars through Order 66 and is back to back with scenes that feel full and offer exciting duels and visuals. Although Anakin's turn is a bit rushed, I do not stand with the common argument that it is completely unnatural and that Anakin never would have turned to the dark side."
"Oct 10, 2020",3.5,"It's a heck of a lot better than the first two, though still not fantastic. The action scenes are exciting and beautiful, though the story is weak and Darth Vader's transition is awkward, unnatural, and nonsensical. Watching without critiquing brings much enjoyment, but it's hard to not harshly pick this prequel trilogy apart."
"Oct 09, 2020",4.5,"Disfruté totalmente el cambio de Anakin a Vader, uno de los momentos más disfrutables de mi vida del cine fue haberlo visto ya convertido. Algo que tuvo está trilogía de malo fue el exceso de cgi pero parece que ya que no se tomó esto en serio en las primeras así que siguió la misma tónica."
"Oct 07, 2020",3.5,"This is a good Star Wars Movie. Much better than Attack of the Clones. Christiansen is better here than in Clones, and credit to him. No major complaints."
"Oct 05, 2020",5,"My personal favorite Star Wars film in the franchise! Not only is the CGI better than the last two prequels this film is the last piece in the puzzle of the Star Wars franchise and not only sets up a new hope but concludes Anakin's story-line in the perfect way. This is also a film that makes you feel such a range of emotions that will make you feel shocked that a movie is capable of doing so. The battle of hero's is easily my favorite and most well choreographed lightsaber duel in the franchise. In fact, that sequence is so well choreographed that at times it almost feels to perfect to be able to happen like that. On top of that, the Order 66 sequence was done perfectly and one of the most emotional parts of the film. The only problem that I have with this film, that I guess I should also say applies to Eps. I&amp;II is the dialogue. Although This film does a much better job at it than the previous two it still has some rocky moments. (More on Hayden Christensen's part than anyone else's though). But that aside this film is the perfect concluding story-line to the Star Wars universe! (Until the abomination of the sequels). 9/10 Film!"
"Oct 04, 2020",5,"The best movie made, maybe ever."
"Sep 30, 2020",4.5,"9.5/10. this should be one of the best star Wars films. every time I watch it I love it more and more. this film is almost perfect with there being all the villains are awesome, contains epic duals including the final showdown."
